Date,ACEIX,PWTYX,OGIAX,PRWCX,MDCPX,SWOBX,PGMAX,OAKBX,VGSTX,GOIAX,MXGPX,MBAAX,FSATX
2017-02-28,0.02445931244235111,0.027062918368985667,0.01692650567047327,0.02738173931598409,0.030454884585589426,0.027084846041779853,0.01752854775956636,0.024846849286149775,0.02109200100559172,0.022635726056306815,0.019801921251956234,0.01469637334596019,0.020390032968797822
2017-03-31,-0.007471142703417755,0.003023821249432679,0.004458511818520305,0.007301928943741043,-0.0012148739038481127,0.0034698649692106454,0.009406516659606456,-0.002518895471518068,0.008505378270187824,0.006559596150905511,0.004854520613104096,0.013224291035466296,0.006081634774863565
2017-04-30,0.004642049144365501,0.010120520404327982,0.011295744104093286,0.014498119109236152,0.01378219297608041,0.01313981097352146,0.011996560158325842,0.004103529767886194,0.014458004343422592,0.012578767480353026,0.010628006502426457,0.01740211906858735,0.01468056343403168
2017-05-31,-0.0036965275509402984,0.010445571715535396,0.01051245983121496,0.016434517563338247,0.007197085172855777,0.008873588657134723,0.01185414695364595,-0.003772263709748813,0.01900235111099735,0.01319868812527325,0.008604291249320717,0.017715232521029245,0.012765872562004787
2017-06-30,0.016607574676822168,0.007173063689630554,0.002082682668973712,0.004920818319005704,0.002381655617955225,0.005412740990148546,0.0025102588157210892,0.016724341840127277,0.00761267883333705,0.0020747091809527607,0.005669167391477714,0.00540225077832579,0.002521150215399448
2017-07-31,0.010989127747945915,0.01319643601114806,0.014964267289731659,0.006995326353010922,0.012425562408556523,0.015477965295188634,0.015025132235924499,0.014587015725431973,0.01708070618707347,0.02375474100466901,0.011352668065374605,0.017910167384499243,0.017602583998869825
2017-08-31,-0.007246349932893303,0.0024807682359180294,0.003205302818672706,0.009378263842841239,0.006687489484785258,0.006626708119513047,0.004111937278967748,-0.0036707169336515078,0.005343550753149406,0.009730510247397905,0.0,0.0023463295564802866,0.006589832823813424
2017-09-30,0.027338689162727636,0.014436128721222463,0.011636367837938977,0.00997938944025134,0.016021841373369705,0.010533384542383617,0.013287965616045838,0.025790692243035318,0.01670465257383591,0.012352537032269684,0.012143118504696515,0.01345805976278136,0.009820036834656154
2017-10-31,0.0017823118561584028,0.009757998444579474,0.012666363808463865,0.010221485819831067,0.013461735574685552,0.016286597311673034,0.01297646481964354,0.014067632450124323,0.01381634005830068,0.014001389312139123,0.011235894260725132,0.010392630519725055,0.014586764494633142
2017-11-30,0.019573121154478956,0.019327604661225184,0.011882349104251233,0.018549861575462234,0.015559663326158768,0.016025690205061283,0.01120909673745607,0.01948052748162654,0.013996270522196985,0.00872112883649967,0.014814839240811173,0.014285717512591223,0.011181951282061231
